DATE,T10Y2Y
2020-07-01,0.5096875
2020-10-01,0.7148387096774194
2021-01-01,1.2037704918032788
2021-04-01,1.4165625
2021-07-01,1.0990625
2021-10-01,1.0016129032258065
2022-01-01,0.48661290322580647
2022-04-01,0.2120967741935484
2022-07-01,-0.28109375
2022-10-01,-0.5606557377049181
2023-01-01,-0.6964516129032258
2023-04-01,-0.6685714285714285
2023-07-01,-0.766984126984127
2023-10-01,-0.36080645161290326
2024-01-01,-0.3259016393442623
2024-04-01,-0.3774603174603175
2024-07-01,-0.0859375
2024-10-01,0.09727272727272727
